innings,batting_team,bowling_team,overs_completed,wickets_fallen,current_score,current_run_rate,remaining_overs,wickets_in_hand,target,runs_required,balls_remaining,required_run_rate,pressure_index,final_score,winner
2,Punjab Kings,Mumbai Indians,8.7,0,85,9.85,11.3,10,182,97,67,8.58,0.8711,211,Punjab Kings
1,Kolkata Knight Riders,Royal Challengers Bangalore,17.5,0,99,5.71,2.5,10,0,0,15,0.0,0.0,114,Royal Challengers Bangalore
2,Royal Challengers Bangalore,Kolkata Knight Riders,8.1,4,70,8.66,11.9,6,115,45,71,3.78,0.4365,159,Royal Challengers Bangalore
1,Royal Challengers Bangalore,Mumbai Indians,19.2,8,180,9.41,0.8,2,0,0,4,0.0,0.0,185,Royal Challengers Bangalore
2,Mumbai Indians,Royal Challengers Bangalore,6.6,1,48,7.37,13.4,9,186,138,80,10.3,1.3976,138,Royal Challengers Bangalore
1,Kolkata Knight Riders,Sunrisers Hyderabad,9.6,0,58,6.05,10.4,10,0,0,62,0.0,0.0,118,Sunrisers Hyderabad
2,Sunrisers Hyderabad,Kolkata Knight Riders,10.3,6,79,7.67,9.7,4,119,40,58,4.12,0.5372,134,Sunrisers Hyderabad
1,Chennai Super Kings,Royal Challengers Bangalore,8.3,9,62,7.49,11.7,1,0,0,70,0.0,0.0,122,Royal Challengers Bangalore
2,Royal Challengers Bangalore,Chennai Super Kings,12.3,4,115,9.39,7.7,6,123,8,46,1.04,0.1108,176,Royal Challengers Bangalore
1,Royal Challengers Bangalore,Sunrisers Hyderabad,7.2,4,39,5.53,12.8,6,0,0,76,0.0,0.0,99,Sunrisers Hyderabad
2,Sunrisers Hyderabad,Royal Challengers Bangalore,15.8,4,87,5.53,4.2,6,100,13,25,3.1,0.5606,104,Sunrisers Hyderabad
1,Chennai Super Kings,Punjab Kings,5.9,4,42,7.28,14.1,6,0,0,84,0.0,0.0,131,Punjab Kings
2,Punjab Kings,Chennai Super Kings,12.6,2,102,8.12,7.4,8,132,30,44,4.05,0.4988,150,Punjab Kings
1,Royal Challengers Bangalore,Kolkata Knight Riders,12.6,6,103,8.22,7.4,4,0,0,44,0.0,0.0,152,Royal Challengers Bangalore
2,Kolkata Knight Riders,Royal Challengers Bangalore,6.5,9,30,4.63,13.5,1,153,123,81,9.11,1.9676,75,Royal Challengers Bangalore
1,Royal Challengers Bangalore,Chennai Super Kings,6.6,6,57,8.73,13.4,4,0,0,80,0.0,0.0,154,Royal Challengers Bangalore
2,Chennai Super Kings,Royal Challengers Bangalore,14.4,7,97,6.75,5.6,3,155,58,33,10.36,1.5348,127,Royal Challengers Bangalore
1,Kolkata Knight Riders,Delhi Capitals,16.9,6,138,8.19,3.1,4,0,0,18,0.0,0.0,157,Delhi Capitals
2,Delhi Capitals,Kolkata Knight Riders,13.5,0,124,9.19,6.5,10,158,34,39,5.23,0.5691,190,Delhi Capitals
1,Rajasthan Royals,Chennai Super Kings,8.0,9,44,5.54,12.0,1,0,0,72,0.0,0.0,82,Chennai Super Kings
2,Chennai Super Kings,Rajasthan Royals,9.0,6,76,8.5,11.0,4,83,7,66,0.64,0.0753,145,Chennai Super Kings
1,Sunrisers Hyderabad,Chennai Super Kings,6.9,2,58,8.48,13.1,8,0,0,78,0.0,0.0,169,Chennai Super Kings
2,Chennai Super Kings,Sunrisers Hyderabad,8.8,4,86,9.8,11.2,6,170,84,67,7.5,0.7653,170,Chennai Super Kings
1,Chennai Super Kings,Kolkata Knight Riders,17.1,4,84,4.97,2.9,6,0,0,17,0.0,0.0,96,Kolkata Knight Riders
2,Kolkata Knight Riders,Chennai Super Kings,14.9,9,91,6.17,5.1,1,97,6,30,1.18,0.1912,112,Kolkata Knight Riders
1,Punjab Kings,Delhi Capitals,11.7,7,93,7.96,8.3,3,0,0,49,0.0,0.0,136,Delhi Capitals
2,Delhi Capitals,Punjab Kings,10.9,8,100,9.18,9.1,2,137,37,54,4.07,0.4434,148,Delhi Capitals
1,Delhi Capitals,Mumbai Indians,6.7,2,42,6.39,13.3,8,0,0,79,0.0,0.0,121,Mumbai Indians
2,Mumbai Indians,Delhi Capitals,14.0,1,121,9.65,6.0,9,122,1,36,0.17,0.0176,183,Mumbai Indians
1,Royal Challengers Bangalore,Punjab Kings,6.7,6,39,5.88,13.3,4,0,0,79,0.0,0.0,106,Punjab Kings
2,Punjab Kings,Royal Challengers Bangalore,13.0,2,91,7.07,7.0,8,107,16,42,2.29,0.3239,136,Punjab Kings
1,Punjab Kings,Mumbai Indians,19.4,4,120,6.22,0.6,6,0,0,3,0.0,0.0,123,Mumbai Indians
2,Mumbai Indians,Punjab Kings,14.1,7,103,7.36,5.9,3,124,21,35,3.56,0.4837,136,Mumbai Indians
1,Chennai Super Kings,Rajasthan Royals,7.5,1,48,6.52,12.5,9,0,0,75,0.0,0.0,136,Chennai Super Kings
2,Rajasthan Royals,Chennai Super Kings,13.3,5,85,6.45,6.7,5,137,52,40,7.76,1.2031,121,Chennai Super Kings
1,Chennai Super Kings,Punjab Kings,10.8,8,84,7.85,9.2,2,0,0,55,0.0,0.0,133,Chennai Super Kings
2,Punjab Kings,Chennai Super Kings,8.4,3,58,6.96,11.6,7,134,76,69,6.55,0.9411,121,Chennai Super Kings
1,Sunrisers Hyderabad,Mumbai Indians,10.6,4,92,8.72,9.4,6,0,0,56,0.0,0.0,171,Sunrisers Hyderabad
2,Mumbai Indians,Sunrisers Hyderabad,5.8,7,34,5.93,14.2,3,172,138,85,9.72,1.6391,93,Sunrisers Hyderabad
1,Rajasthan Royals,Sunrisers Hyderabad,6.5,0,49,7.59,13.5,10,0,0,81,0.0,0.0,155,Sunrisers Hyderabad
2,Sunrisers Hyderabad,Rajasthan Royals,12.6,6,112,8.9,7.4,4,156,44,44,5.95,0.6685,166,Sunrisers Hyderabad
1,Mumbai Indians,Chennai Super Kings,12.0,6,99,8.28,8.0,4,0,0,48,0.0,0.0,142,Mumbai Indians
2,Chennai Super Kings,Mumbai Indians,8.8,9,63,7.23,11.2,1,143,80,67,7.14,0.9876,110,Mumbai Indians
1,Royal Challengers Bangalore,Sunrisers Hyderabad,19.2,1,108,5.67,0.8,9,0,0,4,0.0,0.0,112,Sunrisers Hyderabad
2,Sunrisers Hyderabad,Royal Challengers Bangalore,14.4,4,112,9.46,5.6,6,113,1,33,0.18,0.019,151,Sunrisers Hyderabad
1,Mumbai Indians,Royal Challengers Bangalore,16.8,3,161,9.59,3.2,7,0,0,19,0.0,0.0,185,Mumbai Indians
2,Royal Challengers Bangalore,Mumbai Indians,6.5,7,39,6.02,13.5,3,186,147,81,10.89,1.809,101,Mumbai Indians
1,Rajasthan Royals,Royal Challengers Bangalore,18.1,4,152,8.42,1.9,6,0,0,11,0.0,0.0,165,Rajasthan Royals
2,Royal Challengers Bangalore,Rajasthan Royals,8.3,0,44,5.37,11.7,10,166,122,70,10.43,1.9423,107,Rajasthan Royals
1,Rajasthan Royals,Chennai Super Kings,5.6,8,48,8.6,14.4,2,0,0,86,0.0,0.0,122,Chennai Super Kings
2,Chennai Super Kings,Rajasthan Royals,5.5,3,50,9.24,14.5,7,123,73,87,5.03,0.5444,163,Chennai Super Kings
1,Chennai Super Kings,Mumbai Indians,16.4,2,102,6.22,3.6,8,0,0,21,0.0,0.0,124,Chennai Super Kings
2,Mumbai Indians,Chennai Super Kings,8.8,5,41,4.68,11.2,5,125,84,67,7.5,1.6026,83,Chennai Super Kings
1,Delhi Capitals,Kolkata Knight Riders,5.2,3,43,8.41,14.8,7,0,0,88,0.0,0.0,154,Delhi Capitals
2,Kolkata Knight Riders,Delhi Capitals,5.6,1,40,7.18,14.4,9,155,115,86,7.99,1.1128,128,Delhi Capitals
1,Kolkata Knight Riders,Sunrisers Hyderabad,16.8,1,103,6.19,3.2,9,0,0,19,0.0,0.0,120,Sunrisers Hyderabad
2,Sunrisers Hyderabad,Kolkata Knight Riders,10.4,9,78,7.53,9.6,1,121,43,57,4.48,0.595,130,Sunrisers Hyderabad
1,Mumbai Indians,Chennai Super Kings,5.2,4,34,6.54,14.8,6,0,0,88,0.0,0.0,124,Chennai Super Kings
2,Chennai Super Kings,Mumbai Indians,18.3,1,124,8.78,1.7,9,125,1,10,0.59,0.0672,137,Chennai Super Kings
1,Mumbai Indians,Chennai Super Kings,12.9,8,120,9.35,7.1,2,0,0,42,0.0,0.0,169,Mumbai Indians
2,Chennai Super Kings,Mumbai Indians,8.1,2,44,5.47,11.9,8,170,126,71,10.59,1.936,101,Mumbai Indians
1,Chennai Super Kings,Kolkata Knight Riders,6.5,6,54,8.32,13.5,4,0,0,81,0.0,0.0,146,Chennai Super Kings
2,Kolkata Knight Riders,Chennai Super Kings,7.3,9,55,7.54,12.7,1,147,92,76,7.24,0.9602,122,Chennai Super Kings
1,Sunrisers Hyderabad,Chennai Super Kings,17.8,1,122,6.9,2.2,9,0,0,13,0.0,0.0,137,Sunrisers Hyderabad
2,Chennai Super Kings,Sunrisers Hyderabad,7.7,8,49,6.41,12.3,2,138,89,73,7.24,1.1295,103,Sunrisers Hyderabad
1,Mumbai Indians,Royal Challengers Bangalore,15.8,8,140,8.9,4.2,2,0,0,25,0.0,0.0,163,Mumbai Indians
2,Royal Challengers Bangalore,Mumbai Indians,9.4,7,64,6.84,10.6,3,164,100,63,9.43,1.3787,110,Mumbai Indians
1,Royal Challengers Bangalore,Mumbai Indians,7.0,5,45,6.51,13.0,5,0,0,78,0.0,0.0,119,Mumbai Indians
2,Mumbai Indians,Royal Challengers Bangalore,6.3,6,62,9.9,13.7,4,120,58,82,4.23,0.4273,165,Mumbai Indians
1,Mumbai Indians,Punjab Kings,14.8,1,119,8.09,5.2,9,0,0,31,0.0,0.0,162,Mumbai Indians
2,Punjab Kings,Mumbai Indians,15.8,9,130,8.28,4.2,1,163,33,25,7.86,0.9493,154,Mumbai Indians
1,Rajasthan Royals,Mumbai Indians,11.3,1,84,7.47,8.7,9,0,0,52,0.0,0.0,143,Mumbai Indians
2,Mumbai Indians,Rajasthan Royals,7.5,5,63,8.48,12.5,5,144,81,75,6.48,0.7642,155,Mumbai Indians
1,Chennai Super Kings,Mumbai Indians,18.8,4,103,5.52,1.2,6,0,0,7,0.0,0.0,108,Chennai Super Kings
2,Mumbai Indians,Chennai Super Kings,5.4,5,30,5.69,14.6,5,109,79,87,5.41,0.9508,97,Chennai Super Kings
1,Mumbai Indians,Kolkata Knight Riders,8.3,4,77,9.38,11.7,6,0,0,70,0.0,0.0,168,Mumbai Indians
2,Kolkata Knight Riders,Mumbai Indians,12.0,5,96,8.03,8.0,5,169,73,48,9.12,1.1357,140,Mumbai Indians
1,Rajasthan Royals,Punjab Kings,16.1,5,95,5.94,3.9,5,0,0,23,0.0,0.0,116,Rajasthan Royals
2,Punjab Kings,Rajasthan Royals,11.8,4,54,4.63,8.2,6,117,63,49,7.68,1.6587,82,Rajasthan Royals
1,Mumbai Indians,Sunrisers Hyderabad,19.1,5,131,6.9,0.9,5,0,0,5,0.0,0.0,135,Sunrisers Hyderabad
2,Sunrisers Hyderabad,Mumbai Indians,17.4,3,135,8.57,2.6,7,136,1,15,0.38,0.0443,155,Sunrisers Hyderabad
1,Punjab Kings,Rajasthan Royals,18.0,1,156,8.72,2.0,9,0,0,12,0.0,0.0,175,Punjab Kings
2,Rajasthan Royals,Punjab Kings,10.7,9,69,6.47,9.3,1,176,107,55,11.51,1.779,105,Punjab Kings
1,Kolkata Knight Riders,Royal Challengers Bangalore,15.5,4,123,7.99,4.5,6,0,0,27,0.0,0.0,154,Kolkata Knight Riders
2,Royal Challengers Bangalore,Kolkata Knight Riders,10.1,8,42,4.16,9.9,2,155,113,59,11.41,2.7428,72,Kolkata Knight Riders
1,Punjab Kings,Royal Challengers Bangalore,17.5,9,126,7.2,2.5,1,0,0,15,0.0,0.0,138,Royal Challengers Bangalore
2,Royal Challengers Bangalore,Punjab Kings,8.3,1,68,8.22,11.7,9,139,71,70,6.07,0.7384,151,Royal Challengers Bangalore
1,Sunrisers Hyderabad,Royal Challengers Bangalore,11.0,6,82,7.51,9.0,4,0,0,54,0.0,0.0,138,Royal Challengers Bangalore
2,Royal Challengers Bangalore,Sunrisers Hyderabad,11.7,2,108,9.26,8.3,8,139,31,49,3.73,0.4028,172,Royal Challengers Bangalore
1,Mumbai Indians,Rajasthan Royals,12.5,7,62,5.0,7.5,3,0,0,45,0.0,0.0,87,Rajasthan Royals
2,Rajasthan Royals,Mumbai Indians,18.7,7,87,10.21,1.3,3,88,1,7,0.77,0.0754,97,Rajasthan Royals
1,Delhi Capitals,Punjab Kings,12.2,5,74,6.1,7.8,5,0,0,46,0.0,0.0,107,Delhi Capitals
2,Punjab Kings,Delhi Capitals,11.4,7,56,4.97,8.6,3,108,52,51,6.05,1.2173,83,Delhi Capitals
1,Royal Challengers Bangalore,Chennai Super Kings,16.6,7,130,7.87,3.4,3,0,0,20,0.0,0.0,147,Chennai Super Kings
2,Chennai Super Kings,Royal Challengers Bangalore,13.9,2,133,9.59,6.1,8,148,15,36,2.46,0.2565,181,Chennai Super Kings
1,Punjab Kings,Chennai Super Kings,14.5,4,101,7.0,5.5,6,0,0,33,0.0,0.0,137,Chennai Super Kings
2,Chennai Super Kings,Punjab Kings,16.7,6,137,10.14,3.3,4,138,1,19,0.3,0.0296,162,Chennai Super Kings
1,Mumbai Indians,Royal Challengers Bangalore,11.2,6,58,5.25,8.8,4,0,0,52,0.0,0.0,88,Mumbai Indians
2,Royal Challengers Bangalore,Mumbai Indians,16.9,9,75,4.48,3.1,1,89,14,18,4.52,1.0089,85,Mumbai Indians
1,Rajasthan Royals,Royal Challengers Bangalore,6.6,8,45,6.85,13.4,2,0,0,80,0.0,0.0,105,Royal Challengers Bangalore
2,Royal Challengers Bangalore,Rajasthan Royals,12.2,2,105,10.43,7.8,8,106,1,46,0.13,0.0125,180,Royal Challengers Bangalore
1,Rajasthan Royals,Royal Challengers Bangalore,11.1,1,84,7.6,8.9,9,0,0,53,0.0,0.0,152,Royal Challengers Bangalore
2,Royal Challengers Bangalore,Rajasthan Royals,14.0,5,122,8.73,6.0,5,153,31,36,5.17,0.5922,168,Royal Challengers Bangalore
1,Delhi Capitals,Chennai Super Kings,6.5,2,55,8.57,13.5,8,0,0,81,0.0,0.0,172,Chennai Super Kings
2,Chennai Super Kings,Delhi Capitals,9.0,2,81,9.08,11.0,8,173,92,66,8.36,0.9207,173,Chennai Super Kings
1,Chennai Super Kings,Punjab Kings,14.5,3,140,9.71,5.5,7,0,0,33,0.0,0.0,189,Punjab Kings
2,Punjab Kings,Chennai Super Kings,8.8,0,91,10.45,11.2,10,190,99,67,8.84,0.8459,190,Punjab Kings
1,Sunrisers Hyderabad,Delhi Capitals,11.0,3,56,5.11,9.0,7,0,0,54,0.0,0.0,102,Sunrisers Hyderabad
2,Delhi Capitals,Sunrisers Hyderabad,6.8,8,39,5.77,13.2,2,103,64,79,4.85,0.8406,97,Sunrisers Hyderabad
1,Punjab Kings,Sunrisers Hyderabad,14.0,8,82,5.9,6.0,2,0,0,36,0.0,0.0,109,Punjab Kings
2,Sunrisers Hyderabad,Punjab Kings,6.6,5,35,5.36,13.4,5,110,75,80,5.6,1.0448,85,Punjab Kings
1,Royal Challengers Bangalore,Chennai Super Kings,13.7,2,90,6.59,6.3,8,0,0,37,0.0,0.0,123,Chennai Super Kings
2,Chennai Super Kings,Royal Challengers Bangalore,17.7,1,123,9.35,2.3,9,124,1,13,0.43,0.046,144,Chennai Super Kings
1,Rajasthan Royals,Royal Challengers Bangalore,13.5,1,106,7.88,6.5,9,0,0,39,0.0,0.0,151,Rajasthan Royals
2,Royal Challengers Bangalore,Rajasthan Royals,12.1,4,64,5.32,7.9,6,152,88,47,11.14,2.094,104,Rajasthan Royals
1,Sunrisers Hyderabad,Delhi Capitals,12.5,7,83,6.69,7.5,3,0,0,45,0.0,0.0,120,Delhi Capitals
2,Delhi Capitals,Sunrisers Hyderabad,17.9,5,120,7.94,2.1,5,121,1,12,0.48,0.0605,134,Delhi Capitals
1,Chennai Super Kings,Sunrisers Hyderabad,6.9,3,53,7.71,13.1,7,0,0,78,0.0,0.0,154,Sunrisers Hyderabad
2,Sunrisers Hyderabad,Chennai Super Kings,13.7,6,138,10.13,6.3,4,155,17,37,2.7,0.2665,183,Sunrisers Hyderabad
1,Kolkata Knight Riders,Royal Challengers Bangalore,11.9,9,105,8.9,8.1,1,0,0,48,0.0,0.0,150,Kolkata Knight Riders
2,Royal Challengers Bangalore,Kolkata Knight Riders,11.9,2,64,5.46,8.1,8,151,87,48,10.74,1.967,106,Kolkata Knight Riders
1,Royal Challengers Bangalore,Sunrisers Hyderabad,5.1,7,24,4.75,14.9,3,0,0,89,0.0,0.0,80,Sunrisers Hyderabad
2,Sunrisers Hyderabad,Royal Challengers Bangalore,13.3,9,72,5.46,6.7,1,81,9,40,1.34,0.2454,98,Sunrisers Hyderabad
1,Chennai Super Kings,Royal Challengers Bangalore,17.8,6,173,9.72,2.2,4,0,0,13,0.0,0.0,192,Chennai Super Kings
2,Royal Challengers Bangalore,Chennai Super Kings,6.9,0,50,7.32,13.1,10,193,143,78,10.92,1.4918,153,Chennai Super Kings
1,Royal Challengers Bangalore,Chennai Super Kings,9.3,9,84,9.05,10.7,1,0,0,64,0.0,0.0,141,Chennai Super Kings
2,Chennai Super Kings,Royal Challengers Bangalore,5.9,3,51,8.8,14.1,7,142,91,84,6.45,0.733,148,Chennai Super Kings
1,Delhi Capitals,Punjab Kings,11.1,3,101,9.14,8.9,7,0,0,53,0.0,0.0,178,Delhi Capitals
2,Punjab Kings,Delhi Capitals,11.0,8,84,7.65,9.0,2,179,95,54,10.56,1.3804,136,Delhi Capitals
1,Kolkata Knight Riders,Mumbai Indians,13.9,2,123,8.9,6.1,8,0,0,36,0.0,0.0,168,Kolkata Knight Riders
2,Mumbai Indians,Kolkata Knight Riders,5.2,2,37,7.23,14.8,8,169,132,88,8.92,1.2337,123,Kolkata Knight Riders
1,Kolkata Knight Riders,Royal Challengers Bangalore,10.0,6,88,8.81,10.0,4,0,0,60,0.0,0.0,162,Kolkata Knight Riders
2,Royal Challengers Bangalore,Kolkata Knight Riders,10.9,6,80,7.34,9.1,4,163,83,54,9.12,1.2425,136,Kolkata Knight Riders
1,Delhi Capitals,Mumbai Indians,17.4,8,120,6.93,2.6,2,0,0,15,0.0,0.0,132,Delhi Capitals
2,Mumbai Indians,Delhi Capitals,13.7,3,88,6.47,6.3,7,133,45,37,7.14,1.1036,124,Delhi Capitals
1,Punjab Kings,Royal Challengers Bangalore,18.7,2,108,5.78,1.3,8,0,0,7,0.0,0.0,115,Royal Challengers Bangalore
2,Royal Challengers Bangalore,Punjab Kings,6.0,0,36,6.03,14.0,10,116,80,84,5.71,0.9469,129,Royal Challengers Bangalore
1,Delhi Capitals,Royal Challengers Bangalore,15.0,1,117,7.81,5.0,9,0,0,30,0.0,0.0,160,Royal Challengers Bangalore
2,Royal Challengers Bangalore,Delhi Capitals,10.6,5,103,9.81,9.4,5,161,58,56,6.17,0.629,175,Royal Challengers Bangalore
1,Sunrisers Hyderabad,Kolkata Knight Riders,9.2,4,80,8.78,10.8,6,0,0,64,0.0,0.0,159,Kolkata Knight Riders
2,Kolkata Knight Riders,Sunrisers Hyderabad,11.4,1,107,9.4,8.6,9,160,53,51,6.16,0.6553,196,Kolkata Knight Riders
1,Sunrisers Hyderabad,Chennai Super Kings,9.9,3,107,10.83,10.1,7,0,0,60,0.0,0.0,194,Sunrisers Hyderabad
2,Chennai Super Kings,Sunrisers Hyderabad,8.6,6,54,6.38,11.4,4,195,141,68,12.37,1.9389,106,Sunrisers Hyderabad
1,Rajasthan Royals,Sunrisers Hyderabad,14.8,4,137,9.26,5.2,6,0,0,31,0.0,0.0,178,Rajasthan Royals
2,Sunrisers Hyderabad,Rajasthan Royals,7.0,2,41,5.89,13.0,8,179,138,78,10.62,1.8031,118,Rajasthan Royals
1,Rajasthan Royals,Punjab Kings,9.7,7,74,7.63,10.3,3,0,0,61,0.0,0.0,123,Punjab Kings
2,Punjab Kings,Rajasthan Royals,11.9,3,115,9.7,8.1,7,124,9,48,1.11,0.1144,177,Punjab Kings
1,Kolkata Knight Riders,Sunrisers Hyderabad,17.6,4,150,8.55,2.4,6,0,0,14,0.0,0.0,168,Kolkata Knight Riders
2,Sunrisers Hyderabad,Kolkata Knight Riders,11.8,9,113,9.61,8.2,1,169,56,49,6.83,0.7107,158,Kolkata Knight Riders
1,Punjab Kings,Mumbai Indians,9.4,3,63,6.76,10.6,7,0,0,63,0.0,0.0,124,Punjab Kings
2,Mumbai Indians,Punjab Kings,12.4,8,74,6.0,7.6,2,125,51,45,6.71,1.1183,107,Punjab Kings
1,Punjab Kings,Mumbai Indians,16.1,3,148,9.22,3.9,7,0,0,23,0.0,0.0,175,Mumbai Indians
2,Mumbai Indians,Punjab Kings,5.0,0,50,10.08,15.0,10,176,126,90,8.4,0.8333,219,Mumbai Indians
1,Chennai Super Kings,Kolkata Knight Riders,19.1,6,104,5.46,0.9,4,0,0,5,0.0,0.0,108,Kolkata Knight Riders
2,Kolkata Knight Riders,Chennai Super Kings,15.0,9,108,7.64,5.0,1,109,1,30,0.2,0.0262,134,Kolkata Knight Riders
1,Delhi Capitals,Rajasthan Royals,16.5,2,173,10.54,3.5,8,0,0,21,0.0,0.0,205,Delhi Capitals
2,Rajasthan Royals,Delhi Capitals,5.2,0,37,7.2,14.8,10,206,169,88,11.42,1.5861,148,Delhi Capitals
1,Chennai Super Kings,Royal Challengers Bangalore,17.8,2,148,8.32,2.2,8,0,0,13,0.0,0.0,163,Chennai Super Kings
2,Royal Challengers Bangalore,Chennai Super Kings,10.9,5,65,5.97,9.1,5,164,99,54,10.88,1.8224,109,Chennai Super Kings
1,Royal Challengers Bangalore,Mumbai Indians,18.8,5,120,6.4,1.2,5,0,0,7,0.0,0.0,127,Royal Challengers Bangalore
2,Mumbai Indians,Royal Challengers Bangalore,15.3,1,77,5.07,4.7,9,128,51,28,10.85,2.14,99,Royal Challengers Bangalore
1,Mumbai Indians,Delhi Capitals,9.2,7,60,6.6,10.8,3,0,0,64,0.0,0.0,111,Mumbai Indians
2,Delhi Capitals,Mumbai Indians,8.3,8,46,5.55,11.7,2,112,66,70,5.64,1.0162,84,Mumbai Indians
1,Rajasthan Royals,Kolkata Knight Riders,17.9,6,170,9.5,2.1,4,0,0,12,0.0,0.0,185,Rajasthan Royals
2,Kolkata Knight Riders,Rajasthan Royals,14.2,1,89,6.28,5.8,9,186,97,34,16.72,2.6624,126,Rajasthan Royals
1,Chennai Super Kings,Sunrisers Hyderabad,15.4,6,81,5.28,4.6,4,0,0,27,0.0,0.0,99,Sunrisers Hyderabad
2,Sunrisers Hyderabad,Chennai Super Kings,6.5,0,54,8.35,13.5,10,100,46,81,3.41,0.4084,151,Sunrisers Hyderabad
1,Delhi Capitals,Kolkata Knight Riders,5.1,4,49,9.67,14.9,6,0,0,89,0.0,0.0,172,Kolkata Knight Riders
2,Kolkata Knight Riders,Delhi Capitals,17.6,3,165,9.42,2.4,7,173,8,14,3.33,0.3535,187,Kolkata Knight Riders
1,Chennai Super Kings,Punjab Kings,15.0,9,104,6.99,5.0,1,0,0,30,0.0,0.0,125,Punjab Kings
2,Punjab Kings,Chennai Super Kings,17.7,4,125,10.44,2.3,6,126,1,13,0.43,0.0412,147,Punjab Kings
1,Chennai Super Kings,Sunrisers Hyderabad,14.3,9,60,4.22,5.7,1,0,0,34,0.0,0.0,77,Sunrisers Hyderabad
2,Sunrisers Hyderabad,Chennai Super Kings,11.9,1,77,8.68,8.1,9,78,1,48,0.12,0.0138,150,Sunrisers Hyderabad
1,Sunrisers Hyderabad,Royal Challengers Bangalore,11.0,1,69,6.33,9.0,9,0,0,54,0.0,0.0,130,Royal Challengers Bangalore
2,Royal Challengers Bangalore,Sunrisers Hyderabad,8.1,6,69,8.56,11.9,4,131,62,71,5.21,0.6086,142,Royal Challengers Bangalore
1,Mumbai Indians,Rajasthan Royals,5.8,7,39,6.76,14.2,3,0,0,85,0.0,0.0,99,Rajasthan Royals
2,Rajasthan Royals,Mumbai Indians,14.7,0,84,5.72,5.3,10,100,16,31,3.02,0.528,114,Rajasthan Royals
1,Punjab Kings,Royal Challengers Bangalore,18.2,1,98,5.41,1.8,9,0,0,10,0.0,0.0,107,Royal Challengers Bangalore
2,Royal Challengers Bangalore,Punjab Kings,10.9,0,107,10.14,9.1,10,108,1,54,0.11,0.0108,193,Royal Challengers Bangalore
1,Rajasthan Royals,Sunrisers Hyderabad,16.1,6,139,8.69,3.9,4,0,0,23,0.0,0.0,168,Rajasthan Royals
2,Sunrisers Hyderabad,Rajasthan Royals,6.8,4,36,5.44,13.2,6,169,133,79,10.08,1.8529,94,Rajasthan Royals
1,Sunrisers Hyderabad,Royal Challengers Bangalore,12.5,3,111,8.88,7.5,7,0,0,45,0.0,0.0,172,Royal Challengers Bangalore
2,Royal Challengers Bangalore,Sunrisers Hyderabad,13.0,3,133,10.27,7.0,7,173,40,42,5.71,0.556,187,Royal Challengers Bangalore
1,Rajasthan Royals,Kolkata Knight Riders,18.0,8,162,9.04,2.0,2,0,0,12,0.0,0.0,173,Kolkata Knight Riders
2,Kolkata Knight Riders,Rajasthan Royals,14.7,3,163,11.11,5.3,7,174,11,31,2.08,0.1872,222,Kolkata Knight Riders
1,Sunrisers Hyderabad,Mumbai Indians,8.0,9,44,5.5,12.0,1,0,0,72,0.0,0.0,90,Mumbai Indians
2,Mumbai Indians,Sunrisers Hyderabad,13.4,4,90,7.39,6.6,6,91,1,39,0.15,0.0203,136,Mumbai Indians
1,Chennai Super Kings,Delhi Capitals,18.3,7,147,8.07,1.7,3,0,0,10,0.0,0.0,157,Chennai Super Kings
2,Delhi Capitals,Chennai Super Kings,15.0,1,74,4.95,5.0,9,158,84,30,16.8,3.3939,99,Chennai Super Kings
1,Sunrisers Hyderabad,Kolkata Knight Riders,8.5,9,65,7.76,11.5,1,0,0,69,0.0,0.0,127,Sunrisers Hyderabad
2,Kolkata Knight Riders,Sunrisers Hyderabad,11.7,9,57,4.89,8.3,1,128,71,49,8.55,1.7485,83,Sunrisers Hyderabad
1,Chennai Super Kings,Punjab Kings,14.8,0,155,10.54,5.2,10,0,0,31,0.0,0.0,206,Punjab Kings
2,Punjab Kings,Chennai Super Kings,18.9,3,197,10.46,1.1,7,207,10,6,9.09,0.869,209,Punjab Kings
1,Rajasthan Royals,Delhi Capitals,11.3,2,66,5.89,8.7,8,0,0,52,0.0,0.0,116,Delhi Capitals
2,Delhi Capitals,Rajasthan Royals,10.7,1,116,11.08,9.3,9,117,1,55,0.11,0.0099,212,Delhi Capitals
1,Punjab Kings,Delhi Capitals,7.4,7,63,8.57,12.6,3,0,0,75,0.0,0.0,149,Delhi Capitals
2,Delhi Capitals,Punjab Kings,16.4,9,148,9.06,3.6,1,150,2,21,0.56,0.0618,166,Delhi Capitals
1,Sunrisers Hyderabad,Delhi Capitals,5.4,2,52,9.73,14.6,8,0,0,87,0.0,0.0,183,Sunrisers Hyderabad
2,Delhi Capitals,Sunrisers Hyderabad,12.0,2,87,7.3,8.0,8,184,97,48,12.12,1.6603,145,Sunrisers Hyderabad
1,Delhi Capitals,Rajasthan Royals,16.4,3,106,6.52,3.6,7,0,0,21,0.0,0.0,129,Rajasthan Royals
2,Rajasthan Royals,Delhi Capitals,18.1,9,129,9.91,1.9,1,130,1,11,0.53,0.0535,140,Rajasthan Royals
1,Rajasthan Royals,Punjab Kings,18.9,5,165,8.77,1.1,5,0,0,6,0.0,0.0,173,Rajasthan Royals
2,Punjab Kings,Rajasthan Royals,12.5,9,119,9.55,7.5,1,174,55,45,7.33,0.7675,160,Rajasthan Royals
